Time (s),Clean EEG Signal (µV),EOG Noise (µV),EMG Noise (µV),Composite Signal (µV),EOG SNR (dB),EMG SNR (dB)
0.266,-4.221639627510077,11.137089367780519,3.5936483765805383,10.509098116850978,-7.0,2.000000000000001
0.267,-4.381533400219319,11.129810987784849,3.35336755296215,10.101645140527678,-7.0,2.000000000000001
0.268,-4.524135262330097,11.122093221908667,3.060202119828872,9.658160079407441,-7.0,2.000000000000001
0.269,-4.648882429441257,11.11393637483616,2.7187754711897574,9.18382941658466,-7.0,2.000000000000001
0.27,-4.755282581475767,11.10534076858568,2.334472109252238,8.684530296362151,-7.0,2.000000000000001
0.271,-4.842915805643155,11.096306742497047,1.9133527276057687,8.166743664459661,-7.0,2.000000000000001
0.272,-4.911436253643445,11.086834653218139,1.462058630463414,7.6374570300381075,-7.0,2.000000000000001
0.273,-4.96057350657239,11.076924874690826,0.9877069953271853,7.10405836344562,-7.0,2.000000000000001
0.274,-4.990133642141359,11.06657779813619,0.4977786308470878,6.574222786841919,-7.0,2.000000000000001
0.275,-5.0,11.055793832039104,-8.759860509111027e-15,6.055793832039094,-7.0,2.000000000000001
0.276,-4.990133642141359,11.044573402132077,-0.49777863084710516,5.556661129143613,-7.0,2.000000000000001
0.277,-4.9605735065723895,11.032916951378475,-0.9877069953272022,5.084636449478883,-7.0,2.000000000000001
0.278,-4.911436253643443,11.020824939955011,-1.4620586304634304,4.647330055848137,-7.0,2.000000000000001
0.279,-4.842915805643156,11.008297845233592,-1.9133527276057594,4.252029311984677,-7.0,2.000000000000001
0.28,-4.755282581475769,10.995336161762468,-2.334472109252229,3.9055814710344716,-7.0,2.000000000000001
0.281,-4.648882429441253,10.981940401246712,-2.7187754711897694,3.61428250061569,-7.0,2.000000000000001
0.28200000000000003,-4.524135262330094,10.968111092528007,-3.0602021198288827,3.38377371036903,-7.0,2.000000000000001
0.28300000000000003,-4.381533400219314,10.953848781563782,-3.353367552962159,3.2189478283823085,-7.0,2.000000000000001
0.28400000000000003,-4.221639627510072,10.939154031405653,-3.593648376580546,3.123866027315036,-7.0,2.000000000000001
0.28500000000000003,-4.045084971874735,10.924027422177199,-3.7772552185587736,3.101687231743691,-7.0,2.000000000000001
0.28600000000000003,-3.8525662138789443,10.908469551051047,-3.901292489317436,3.154610847854667,-7.0,2.000000000000001
0.28700000000000003,-3.6448431371070567,10.892481032225312,-3.963804047000394,3.283833848117861,-7.0,2.000000000000001
0.28800000000000003,-3.4227355296434436,10.876062496899337,-3.963804047000394,3.4895229202555003,-7.0,2.000000000000001
0.289,-3.18711994874345,10.85921459324879,-3.901292489317435,3.770802155187906,-7.0,2.000000000000001
0.29,-2.938926261462369,10.841937986400053,-3.7772552185587727,4.125756506378912,-7.0,2.000000000000001
0.291,-2.6791339748949876,10.824233358403985,-3.5936483765805445,4.551451006928453,-7.0,2.000000000000001
0.292,-2.408768370508583,10.806101408208983,-3.353367552962158,5.043965484738242,-7.0,2.000000000000001
0.293,-2.1288964578253715,10.787542851633395,-3.060202119828881,5.598444273979141,-7.0,2.000000000000001
0.294,-1.8406227634234,10.768558421337255,-2.7187754711897676,6.209160186724087,-7.0,2.000000000000001
0.295,-1.545084971874749,10.749148866793368,-2.3344721092522493,6.869591785666369,-7.0,2.000000000000001
0.296,-1.2434494358242878,10.729314954257708,-1.9133527276057813,7.57251279082764,-7.0,2.000000000000001
0.297,-0.9369065729286391,10.709057466739186,-1.4620586304634537,8.310092263347093,-7.0,2.000000000000001
0.298,-0.6266661678215213,10.68837720396872,-0.9877069953271994,9.074004040819997,-7.0,2.000000000000001
0.299,-0.31395259764656874,10.667274982367674,-0.49777863084710233,9.855543753874004,-7.0,2.000000000000001
0.3,-3.673940397442059e-15,10.645751635015625,-5.836629180764752e-15,10.645751635015616,-7.0,2.000000000000001
0.301,0.3139525976465615,10.623808011617472,0.4977786308470907,11.435539240111124,-7.0,2.000000000000001
0.302,0.6266661678215141,10.601444978469893,0.987706995327188,12.215818141618595,-7.0,2.000000000000001
0.303,0.9369065729286142,10.578663418427146,1.4620586304634167,12.977628621819177,-7.0,2.000000000000001
0.304,1.2434494358242636,10.555464230866212,1.9133527276057467,13.712266394296222,-7.0,2.000000000000001
0.305,1.5450849718747253,10.531848331651293,2.334472109252217,14.411405412778235,-7.0,2.000000000000001
0.306,1.8406227634233765,10.507816653097654,2.7187754711897387,15.067214887710769,-7.0,2.000000000000001
0.307,2.128896457825365,10.483370143934815,3.060202119828874,15.672468721589054,-7.0,2.000000000000001
0.308,2.408768370508577,10.458509769269096,3.3533675529621516,16.220645692739826,-7.0,2.000000000000001
0.309,2.679133974894982,10.433236510545525,3.593648376580539,16.706018862021043,-7.0,2.000000000000001
0.31,2.9389262614623624,10.407551365509079,3.777255218558769,17.12373284553021,-7.0,2.000000000000001
0.311,3.1871199487434447,10.381455348165307,3.9012924893174334,17.469867786226185,-7.0,2.000000000000001
0.312,3.4227355296434383,10.354949488740287,3.963804047000393,17.741489065384116,-7.0,2.000000000000001
0.313,3.6448431371070513,10.328034833639965,3.963804047000395,17.936682017747412,-7.0,2.000000000000001
0.314,3.8525662138789394,10.30071244540884,3.901292489317438,18.054571148605216,-7.0,2.000000000000001
0.315,4.045084971874741,10.272983402688014,3.7772552185587687,18.095323593121524,-7.0,2.000000000000001
0.316,4.221639627510077,10.244848800172615,3.5936483765805387,18.06013680426323,-7.0,2.000000000000001
0.317,4.381533400219319,10.216309748568577,3.3533675529621503,17.951210701750046,-7.0,2.000000000000001
0.318,4.524135262330097,10.187367374548787,3.060202119828872,17.771704756707756,-7.0,2.000000000000001
0.319,4.648882429441257,10.158022820708618,2.7187754711897574,17.525680721339633,-7.0,2.000000000000001
0.32,4.755282581475766,10.12827724552081,2.3344721092522387,17.218031936248813,-7.0,2.000000000000001
0.321,4.842915805643155,10.098131823289735,1.9133527276057696,16.85440035653866,-7.0,2.000000000000001
0.322,4.911436253643442,10.067587744105053,1.462058630463441,16.441082628211934,-7.0,2.000000000000001
0.323,4.960573506572389,10.036646213794699,0.9877069953272134,15.9849267156943,-7.0,2.000000000000001
0.324,4.990133642141359,10.00530845387732,0.49777863084708873,15.493220726865767,-7.0,2.000000000000001
0.325,5.0,9.973575701514008,-7.787088978983568e-15,14.973575701514,-7.0,2.000000000000001
0.326,4.990133642141359,9.9414492094595,-0.4977786308471042,14.433804220753755,-7.0,2.000000000000001
0.327,4.9605735065723895,9.908930246012691,-0.9877069953272014,13.881796757257877,-7.0,2.000000000000001
0.328,4.911436253643443,9.876020094966577,-1.4620586304634295,13.325397718146592,-7.0,2.000000000000001
0.329,4.842915805643156,9.842720055557566,-1.9133527276057585,12.772283133594964,-7.0,2.000000000000001
0.33,4.755282581475769,9.809031442414199,-2.334472109252228,12.22984191463774,-7.0,2.000000000000001
0.331,4.64888242944126,9.774955585505237,-2.7187754711897485,11.705062543756748,-7.0,2.000000000000001
0.332,4.524135262330094,9.740493830087166,-3.0602021198288822,11.204426972588378,-7.0,2.000000000000001
0.333,4.381533400219314,9.705647536651078,-3.3533675529621587,10.733813383908235,-7.0,2.000000000000001
0.334,4.221639627510072,9.670418080868975,-3.5936483765805454,10.298409331798503,-7.0,2.000000000000001
0.335,4.045084971874735,9.634806853539445,-3.7772552185587736,9.902636606855406,-7.0,2.000000000000001
0.336,3.8525662138789443,9.59881526053277,-3.901292489317436,9.550088985094279,-7.0,2.000000000000001
0.337,3.6448431371070567,9.562444722735414,-3.963804047000394,9.243483812842078,-7.0,2.000000000000001
0.338,3.4227355296434436,9.525696675993933,-3.963804047000394,8.984628158636982,-7.0,2.000000000000001
0.339,3.1871199487434505,9.488572571058288,-3.901292489317435,8.774400030484301,-7.0,2.000000000000001
0.34,2.9389262614623695,9.451073873524576,-3.777255218558773,8.612744916428174,-7.0,2.000000000000001
0.341,2.6791339748949734,9.41320206377717,-3.5936483765805325,8.498687662091612,-7.0,2.000000000000001
0.342,2.408768370508568,9.374958636930268,-3.353367552962143,8.430359454476692,-7.0,2.000000000000001
0.343,2.128896457825356,9.33634510276888,-3.0602021198288636,8.405039440765373,-7.0,2.000000000000001
0.34400000000000003,1.840622763423384,9.297362985689217,-2.718775471189748,8.419210277922852,-7.0,2.000000000000001
0.34500000000000003,1.5450849718747328,9.258013824638516,-2.334472109252227,8.46862668726102,-7.0,2.000000000000001
0.34600000000000003,1.2434494358242714,9.218299173054277,-1.9133527276057576,8.548395881272791,-7.0,2.000000000000001
0.34700000000000003,0.9369065729286221,9.178220598802941,-1.4620586304634284,8.653068541268135,-7.0,2.000000000000001
0.34800000000000003,0.6266661678215221,9.137779684117994,-0.9877069953272003,8.776738856612317,-7.0,2.000000000000001
0.34900000000000003,0.3139525976465694,9.096978025537506,-0.49777863084710317,8.91315199233697,-7.0,2.000000000000001
0.35000000000000003,-1.347730459698677e-14,9.055817233841093,2.1410807138731887e-14,9.0558172338411,-7.0,2.000000000000001
0.35100000000000003,-0.31395259764657857,9.014298933986327,0.49777863084711776,9.198124967186864,-7.0,2.000000000000001
0.352,-0.6266661678215134,8.972424765044602,0.9877069953271872,9.333465592550276,-7.0,2.000000000000001
0.353,-0.9369065729286138,8.930196380136403,1.4620586304634158,9.455348437671205,-7.0,2.000000000000001
0.354,-1.243449435824263,8.88761544636606,1.9133527276057458,9.557518738147543,-7.0,2.000000000000001
0.355,-1.5450849718747246,8.844683644755932,2.3344721092522156,9.634070782133422,-7.0,2.000000000000001
0.356,-1.840622763423376,8.801402670180032,2.718775471189738,9.679555377946395,-7.0,2.000000000000001
0.357,-2.1288964578253484,8.757774231297129,3.0602021198288547,9.689079893300635,-7.0,2.000000000000001
0.358,-2.408768370508576,8.713800050483286,3.3533675529621507,9.658399232936858,-7.0,2.000000000000001
0.359,-2.6791339748949814,8.669481863763863,3.593648376580539,9.583996265449422,-7.0,2.000000000000001
0.36,-2.9389262614623624,8.624821420744992,3.7772552185587687,9.463150377841398,-7.0,2.000000000000001
0.361,-3.1871199487434443,8.57982048454449,3.901292489317433,9.293993025118478,-7.0,2.000000000000001
0.362,-3.422735529643438,8.534480831722265,3.963804047000393,9.07554934907922,-7.0,2.000000000000001
0.363,-3.644843137107051,8.488804252210173,3.963804047000395,8.807765162103516,-7.0,2.000000000000001
0.364,-3.8525662138789394,8.442792549241366,3.901292489317438,8.491518824679863,-7.0,2.000000000000001
0.365,-4.045084971874729,8.39644753927909,3.777255218558777,8.128617785963138,-7.0,2.000000000000001
0.366,-4.221639627510068,8.349771051944984,3.5936483765805507,7.721779801015467,-7.0,2.000000000000001
0.367,-4.381533400219319,8.302764929946843,3.3533675529621507,7.274599082689675,-7.0,2.000000000000001
0.368,-4.524135262330097,8.255431029005884,3.060202119828873,6.791497886504659,-7.0,2.000000000000001
0.369,-4.648882429441257,8.207771217783458,2.7187754711897583,6.27766425953196,-7.0,2.000000000000001
0.37,-4.755282581475766,8.15978737780731,2.334472109252239,5.738976905583783,-7.0,2.000000000000001
0.371,-4.842915805643155,8.111481403397285,1.9133527276057702,5.1819183253598995,-7.0,2.000000000000001
0.372,-4.911436253643442,8.062855201590528,1.462058630463442,4.613477578410529,-7.0,2.000000000000001
0.373,-4.960573506572389,8.013910692066235,0.9877069953272145,4.0410441808210615,-7.0,2.000000000000001
0.374,-4.990133642141358,7.96464980706983,0.49777863084711776,3.4722947957755905,-7.0,2.000000000000001
0.375,-5.0,7.915074491336708,2.140589040076799e-14,2.9150744913367292,-7.0,2.000000000000001
0.376,-4.990133642141359,7.865186702015445,-0.49777863084710317,2.377274429026984,-7.0,2.000000000000001
0.377,-4.9605735065723895,7.814988408590546,-0.9877069953272003,1.8667079066909569,-7.0,2.000000000000001
0.378,-4.911436253643443,7.764481592804676,-1.4620586304634284,1.390986708697804,-7.0,2.000000000000001
0.379,-4.842915805643156,7.713668248580446,-1.9133527276057576,0.9573997153315316,-7.0,2.000000000000001
0.38,-4.755282581475769,7.6625503819416805,-2.334472109252227,0.5727956912136843,-7.0,2.000000000000001
0.381,-4.648882429441261,7.611130010934221,-2.718775471189748,0.24347211030321253,-7.0,2.000000000000001
0.382,-4.524135262330101,7.559409165546271,-3.0602021198288636,-0.02492821661269391,-7.0,2.000000000000001
0.383,-4.381533400219324,7.507389887628246,-3.353367552962143,-0.22751106555321982,-7.0,2.000000000000001
0.384,-4.221639627510072,7.45507423081217,-3.593648376580545,-0.3602137732784475,-7.0,2.000000000000001
0.385,-4.045084971874735,7.402464260430593,-3.777255218558773,-0.4198759300029148,-7.0,2.000000000000001
0.386,-3.852566213878945,7.349562053435061,-3.901292489317435,-0.40429664976131885,-7.0,2.000000000000001
0.387,-3.6448431371070575,7.296369698314128,-3.963804047000394,-0.3122774857933242,-7.0,2.000000000000001
0.388,-3.4227355296434445,7.242889295010889,-3.963804047000394,-0.1436502816329483,-7.0,2.000000000000001
0.389,-3.1871199487434514,7.189122954840101,-3.901292489317436,0.10071051677921375,-7.0,2.000000000000001
0.39,-2.9389262614623695,7.135072800404803,-3.7772552185587736,0.4188913203836604,-7.0,2.000000000000001
0.391,-2.679133974894989,7.080740965512546,-3.5936483765805454,0.8079586140370109,-7.0,2.000000000000001
0.392,-2.408768370508584,7.026129595091141,-3.3533675529621587,1.2639936716203983,-7.0,2.000000000000001
0.393,-2.1288964578253564,6.971240845103983,-3.060202119828864,1.7821422674497627,-7.0,2.000000000000001
0.394,-1.8406227634233845,6.916076882464935,-2.7187754711897485,2.356678647851802,-7.0,2.000000000000001
0.395,-1.5450849718747335,6.860639884952789,-2.334472109252228,2.9810828038258275,-7.0,2.000000000000001
0.396,-1.2434494358242718,6.804932041125282,-1.9133527276057585,3.648129877695251,-7.0,2.000000000000001
0.397,-0.9369065729286228,6.748955550232701,-1.4620586304634295,4.349990346840649,-7.0,2.000000000000001
0.398,-0.6266661678215226,6.692712622131061,-0.9877069953272014,5.078339458982336,-7.0,2.000000000000001
0.399,-0.31395259764657,6.63620547719486,-0.4977786308471042,5.824474248701186,-7.0,2.000000000000001
0.4,-4.898587196589413e-15,6.579436346229422,-7.78217224101967e-15,6.57943634622941,-7.0,2.000000000000001
0.401,0.3139525976465779,6.522407470382833,0.4977786308471168,7.3341386988765285,-7.0,2.000000000000001
0.402,0.6266661678215305,6.4651211010574645,0.9877069953272134,8.079494264206208,-7.0,2.000000000000001
0.403,0.9369065729286306,6.407579499821085,1.462058630463441,8.806544703213156,-7.0,2.000000000000001
0.404,1.2434494358242796,6.349784938317589,1.9133527276057696,9.506587101747636,-7.0,2.000000000000001
0.405,1.545084971874741,6.2917396981773,2.3344721092522387,10.171296779304278,-7.0,2.000000000000001
0.406,1.840622763423392,6.2334460709269095,2.7187754711897574,10.79284430554006,-7.0,2.000000000000001
0.40700000000000003,2.1288964578253635,6.174906357899008,3.060202119828872,11.364004935553245,-7.0,2.000000000000001
0.40800000000000003,2.4087683705085756,6.116122870141237,3.3533675529621503,11.87825879361196,-7.0,2.000000000000001
0.40900000000000003,2.6791339748949805,6.057097928325026,3.5936483765805387,12.329880279800545,-7.0,2.000000000000001
0.41000000000000003,2.938926261462376,5.997833862654018,3.777255218558777,12.714015342675172,-7.0,2.000000000000001
0.41100000000000003,3.187119948743457,5.938333012772049,3.901292489317438,13.026745450832944,-7.0,2.000000000000001
0.41200000000000003,3.4227355296434507,5.87859772767079,3.963804047000395,13.265137304314635,-7.0,2.000000000000001
0.41300000000000003,3.6448431371070633,5.8186303655970155,3.963804047000393,13.427277549704472,-7.0,2.000000000000001
0.41400000000000003,3.8525662138789505,5.758433293959498,3.9012924893174334,13.51229199715588,-7.0,2.000000000000001
0.41500000000000004,4.04508497187474,5.698008889235552,3.777255218558769,13.52034907966906,-7.0,2.000000000000001
0.41600000000000004,4.2216396275100765,5.637359536877212,3.593648376580539,13.452647540967826,-7.0,2.000000000000001
0.417,4.38153340021931,5.576487631217066,3.3533675529621663,13.311388584398543,-7.0,2.000000000000001
0.418,4.52413526233009,5.515395575373713,3.060202119828891,13.099732957532694,-7.0,2.000000000000001
0.419,4.648882429441256,5.454085781156917,2.7187754711897587,12.821743681787932,-7.0,2.000000000000001
0.42,4.755282581475766,5.392560668972369,2.33447210925224,12.482315359700376,-7.0,2.000000000000001
0.421,4.8429158056431545,5.33082266772615,1.9133527276057711,12.087091200975074,-7.0,2.000000000000001
0.422,4.911436253643442,5.268874214728842,1.4620586304634429,11.642369098835728,-7.0,2.000000000000001
0.423,4.960573506572389,5.206717755599294,0.9877069953272153,11.154998257498898,-7.0,2.000000000000001
0.424,4.990133642141358,5.144355744168082,0.4977786308471186,10.632268017156559,-7.0,2.000000000000001
0.425,5.0,5.081790642380639,2.237866193089545e-14,10.081790642380662,-7.0,2.000000000000001
0.426,4.99013364214136,5.019024920200055,-0.49777863084707435,9.51137993149434,-7.0,2.000000000000001
0.427,4.96057350657239,4.956061055509568,-0.9877069953271994,8.928927566754759,-7.0,2.000000000000001
0.428,4.911436253643443,4.8929015340147455,-1.4620586304634273,8.342279157194762,-7.0,2.000000000000001
0.429,4.842915805643156,4.829548849145354,-1.9133527276057567,7.7591119271827536,-7.0,2.000000000000001
0.43,4.755282581475769,4.766005501956905,-2.3344721092522263,7.186815974180448,-7.0,2.000000000000001
0.431,4.648882429441261,4.702274001031948,-2.718775471189747,6.632380959283462,-7.0,2.000000000000001
0.432,4.524135262330101,4.638356862381013,-3.060202119828863,6.102290004882251,-7.0,2.000000000000001
0.433,4.381533400219324,4.574256609343291,-3.3533675529621423,5.602422456600473,-7.0,2.000000000000001
0.434,4.221639627510083,4.509975772487013,-3.593648376580532,5.137967023416565,-7.0,2.000000000000001
0.435,4.045084971874745,4.445516889509553,-3.7772552185587642,4.713346642825535,-7.0,2.000000000000001
0.436,3.852566213878945,4.380882505137238,-3.901292489317435,4.332156229698748,-7.0,2.000000000000001
0.437,3.644843137107058,4.316075171024894,-3.963804047000394,3.997114261131559,-7.0,2.000000000000001
0.438,3.422735529643445,4.251097445655107,-3.963804047000394,3.7100289282981582,-7.0,2.000000000000001
0.439,3.187119948743452,4.185951894237205,-3.901292489317436,3.47177935366322,-7.0,2.000000000000001
0.44,2.9389262614623703,4.120641088606017,-3.7772552185587736,3.282312131509614,-7.0,2.000000000000001
0.441,2.6791339748949894,4.0551676071203175,-3.593648376580546,3.140653205434761,-7.0,2.000000000000001
0.442,2.408768370508585,3.9895340345610495,-3.353367552962159,3.044934852107475,-7.0,2.000000000000001
0.443,2.1288964578253733,3.9237429620292716,-3.0602021198288827,2.9924373000257627,-7.0,2.000000000000001
0.444,1.8406227634233852,3.857796986843878,-2.718775471189749,2.9796442790775135,-7.0,2.000000000000001
0.445,1.5450849718747341,3.7916987124390498,-2.334472109252229,3.0023115750615554,-7.0,2.000000000000001
0.446,1.2434494358242725,3.7254507482614825,-1.9133527276057594,3.055547456479996,-7.0,2.000000000000001
0.447,0.9369065729286233,3.659055709667373,-1.4620586304634304,3.133903652132566,-7.0,2.000000000000001
0.448,0.6266661678215232,3.592516217819147,-0.9877069953272022,3.2314753903134683,-7.0,2.000000000000001
0.449,0.3139525976465707,3.525834899582015,-0.49777863084710516,3.34200886638148,-7.0,2.000000000000001
0.45,5.51091059616309e-15,3.4590143874202437,-8.754943771147129e-15,3.45901438742024,-7.0,2.000000000000001
0.451,-0.3139525976465596,3.3920573192932384,0.4977786308470878,3.5758833524937668,-7.0,2.000000000000001
0.452,-0.6266661678215123,3.3249663385513997,0.9877069953271853,3.686007166057073,-7.0,2.000000000000001
0.453,-0.9369065729286301,3.2577440938317688,1.4620586304634404,3.782896151366579,-7.0,2.000000000000001
0.454,-1.243449435824279,3.190393238953466,1.9133527276057687,3.860296530734956,-7.0,2.000000000000001
0.455,-1.5450849718747406,3.1229164328129166,2.334472109252238,3.9123035701904136,-7.0,2.000000000000001
0.456,-1.8406227634233914,3.05531633927889,2.7187754711897574,3.933469047045256,-7.0,2.000000000000001
0.457,-2.128896457825363,2.987595627087332,3.060202119828872,3.9189012890908406,-7.0,2.000000000000001
0.458,-2.408768370508575,2.919756969735995,3.35336755296215,3.86435615218957,-7.0,2.000000000000001
0.459,-2.67913397489498,2.8518030453789183,3.5936483765805383,3.7663174470644765,-7.0,2.000000000000001
0.46,-2.9389262614623615,2.783736536720679,3.7772552185587682,3.6220654938170855,-7.0,2.000000000000001
0.461,-3.1871199487434434,2.715560130910489,3.901292489317433,3.4297326714844787,-7.0,2.000000000000001
0.462,-3.4227355296434503,2.647276519436115,3.963804047000395,3.18834503679306,-7.0,2.000000000000001
0.463,-3.6448431371070624,2.578888398017618,3.963804047000393,2.8978493079109486,-7.0,2.000000000000001
0.464,-3.8525662138789505,2.510398466500931,3.9012924893174334,2.559124741939414,-7.0,2.000000000000001
0.465,-4.04508497187474,2.441809428751277,3.7772552185587696,2.1739796754353065,-7.0,2.000000000000001
0.466,-4.2216396275100765,2.3731239925464283,3.593648376580539,1.745132741616891,-7.0,2.000000000000001
0.467,-4.381533400219318,2.304344869469788,3.353367552962152,1.2761790222126215,-7.0,2.000000000000001
0.468,-4.524135262330097,2.2354747748033716,3.0602021198288742,0.7715416323021489,-7.0,2.000000000000001
0.46900000000000003,-4.648882429441256,2.166516427420592,2.7187754711897596,0.23640946916909564,-7.0,2.000000000000001
0.47000000000000003,-4.755282581475772,2.0974725496789275,2.334472109252218,-0.32333792254462657,-7.0,2.000000000000001
0.47100000000000003,-4.842915805643158,2.0283458673124506,1.9133527276057474,-0.9012172107249602,-7.0,2.000000000000001
0.47200000000000003,-4.911436253643445,1.959139109324216,1.4620586304634176,-1.4902385138558119,-7.0,2.000000000000001
0.47300000000000003,-4.96057350657239,1.8898550078785294,0.9877069953271891,-2.0830115033666714,-7.0,2.000000000000001
0.47400000000000003,-4.990133642141359,1.8204962981930817,0.4977786308470916,-2.671858713101185,-7.0,2.000000000000001
0.47500000000000003,-5.0,1.751065718430975,-4.8687743886011915e-15,-3.24893428156903,-7.0,2.000000000000001
0.47600000000000003,-4.990133642141359,1.6815660095926048,-0.49777863084710133,-3.8063462633958554,-7.0,2.000000000000001
0.47700000000000004,-4.96057350657239,1.6119999154074778,-0.9877069953271986,-4.336280586492111,-7.0,2.000000000000001
0.47800000000000004,-4.911436253643443,1.5423701822258766,-1.4620586304634267,-4.831124701880993,-7.0,2.000000000000001
0.47900000000000004,-4.842915805643153,1.4726795589104418,-1.9133527276057805,-5.283588974338491,-7.0,2.000000000000001
0.48,-4.75528258147577,1.4029307967276574,-2.3344721092522254,-5.686823894000339,-7.0,2.000000000000001
0.481,-4.648882429441261,1.3331266492392158,-2.7187754711897467,-6.034531251391791,-7.0,2.000000000000001
0.482,-4.524135262330102,1.2632698721933404,-3.0602021198288627,-6.321067509965625,-7.0,2.000000000000001
0.483,-4.381533400219324,1.1933632234159754,-3.353367552962142,-6.541537729765489,-7.0,2.000000000000001
0.484,-4.221639627510083,1.123409462701915,-3.593648376580532,-6.6918785413887,-7.0,2.000000000000001
0.485,-4.045084971874745,1.0534113517058523,-3.777255218558764,-6.768928838727658,-7.0,2.000000000000001
0.486,-3.852566213878957,0.9833716538333536,-3.9012924893174294,-6.770487049363033,-7.0,2.000000000000001
0.487,-3.6448431371070704,0.9132931341317682,-3.963804047000392,-6.695354049975695,-7.0,2.000000000000001
0.488,-3.4227355296434454,0.8431785591810508,-3.963804047000395,-6.543361017462789,-7.0,2.000000000000001
0.489,-3.1871199487434523,0.7730306969845697,-3.901292489317436,-6.315381741076319,-7.0,2.000000000000001
0.49,-2.938926261462371,0.7028523168598123,-3.777255218558774,-6.013329163161332,-7.0,2.000000000000001
0.491,-2.6791339748949903,0.6326461893290612,-3.5936483765805463,-5.640136162146476,-7.0,2.000000000000001
0.492,-2.4087683705085854,0.5624150860100193,-3.35336755296216,-5.199720837460727,-7.0,2.000000000000001
0.493,-2.1288964578253737,0.49216177950639056,-3.0602021198288836,-4.696936798147866,-7.0,2.000000000000001
0.494,-1.8406227634234023,0.42188904329842275,-2.7187754711897703,-4.1375091913147495,-7.0,2.000000000000001
0.495,-1.5450849718747515,0.3515996516334153,-2.3344721092522525,-3.5279574294935885,-7.0,2.000000000000001
0.496,-1.2434494358242731,0.28129637941620134,-1.9133527276057603,-2.8755057840138316,-7.0,2.000000000000001
0.497,-0.9369065729286239,0.21098200209957968,-1.4620586304634313,-2.1879832012924756,-7.0,2.000000000000001
0.498,-0.6266661678215238,0.14065929557477413,-0.9877069953272031,-1.473713867573953,-7.0,2.000000000000001
0.499,-0.31395259764657124,0.07033103606182661,-0.4977786308471062,-0.741400192431851,-7.0,2.000000000000001
0.5,-6.123233995736767e-15,1.3708213382656177e-15,-9.727715301274589e-15,-1.4480127958745737e-14,-7.0,2.000000000000001
0.501,0.313952597646559,-0.07033103606182385,0.49777863084708673,0.7414001924318219,-7.0,2.000000000000001
0.502,0.6266661678215116,-0.14065929557477141,0.9877069953271842,1.4737138675739245,-7.0,2.000000000000001
0.503,0.9369065729286119,-0.21098200209957693,1.4620586304634131,2.187983201292448,-7.0,2.000000000000001
0.504,1.2434494358242612,-0.2812963794161986,1.9133527276057427,2.8755057840138054,-7.0,2.000000000000001
0.505,1.54508497187474,-0.35159965163341256,2.3344721092522365,3.527957429493564,-7.0,2.000000000000001
0.506,1.8406227634233907,-0.42188904329842,2.7187754711897565,4.137509191314727,-7.0,2.000000000000001
0.507,2.1288964578253626,-0.49216177950638773,3.0602021198288716,4.696936798147846,-7.0,2.000000000000001
0.508,2.4087683705085743,-0.5624150860100166,3.3533675529621494,5.199720837460707,-7.0,2.000000000000001
0.509,2.6791339748949796,-0.6326461893290586,3.593648376580538,5.640136162146459,-7.0,2.000000000000001
0.51,2.9389262614623752,-0.7028523168598098,3.777255218558776,6.013329163161343,-7.0,2.000000000000001
0.511,3.187119948743443,-0.773030696984567,3.901292489317433,6.315381741076308,-7.0,2.000000000000001
0.512,3.4227355296434494,-0.843178559181048,3.963804047000395,6.5433610174627965,-7.0,2.000000000000001
0.513,3.6448431371070495,-0.9132931341317655,3.9638040470003957,6.6953540499756805,-7.0,2.000000000000001
0.514,3.8525662138789496,-0.9833716538333508,3.9012924893174334,6.770487049363032,-7.0,2.000000000000001
0.515,4.045084971874728,-1.0534113517058497,3.777255218558778,6.768928838727658,-7.0,2.000000000000001
0.516,4.2216396275100765,-1.1234094627019124,3.5936483765805396,6.691878541388704,-7.0,2.000000000000001
0.517,4.381533400219309,-1.1933632234159726,3.353367552962167,6.541537729765504,-7.0,2.000000000000001
0.518,4.5241352623300966,-1.2632698721933378,3.0602021198288747,6.321067509965633,-7.0,2.000000000000001
0.519,4.648882429441262,-1.3331266492392129,2.7187754711897396,6.034531251391789,-7.0,2.000000000000001
0.52,4.7552825814757655,-1.4029307967276547,2.334472109252241,5.686823894000352,-7.0,2.000000000000001
0.521,4.842915805643158,-1.4726795589104442,1.9133527276057478,5.283588974338462,-7.0,2.000000000000001
0.522,4.911436253643442,-1.5423701822258788,1.4620586304634446,4.831124701881008,-7.0,2.000000000000001
0.523,4.96057350657239,-1.6119999154074798,0.9877069953271901,4.336280586492101,-7.0,2.000000000000001
0.524,4.990133642141357,-1.681566009592602,0.4977786308471206,3.8063462633958753,-7.0,2.000000000000001
0.525,5.0,-1.7510657184309724,-3.896002858473733e-15,3.2489342815690243,-7.0,2.000000000000001
0.526,4.990133642141357,-1.8204962981930841,-0.49777863084712837,2.6718587131011446,-7.0,2.000000000000001
0.527,4.96057350657239,-1.8898550078785317,-0.9877069953271975,2.0830115033666603,-7.0,2.000000000000001
0.528,4.9114362536434415,-1.9591391093242188,-1.462058630463452,1.4902385138557706,-7.0,2.000000000000001
0.529,4.842915805643156,-2.028345867312453,-1.9133527276057547,0.9012172107249491,-7.0,2.000000000000001
